cell_list,protein_list,tissue_list
KPL1,ENSP00000360672,breast
KPL1,ENSP00000301015,breast
KPL1,ENSP00000273075,breast
KPL1,ENSP00000323670,breast
KPL1,ENSP00000456743,breast
KPL1,ENSP00000346954,breast
KPL1,ENSP00000355902,breast
KPL1,ENSP00000307889,breast
KPL1,ENSP00000362308,breast
KPL1,ENSP00000330753,breast
KPL1,ENSP00000282388,breast
KPL1,ENSP00000371051,breast
KPL1,ENSP00000220429,breast
KPL1,ENSP00000274605,breast
KPL1,ENSP00000361066,breast
KPL1,ENSP00000352252,breast
KPL1,ENSP00000303373,breast
KPL1,ENSP00000358151,breast
KPL1,ENSP00000340274,breast
KPL1,ENSP00000367815,breast
KPL1,ENSP00000378360,breast
KPL1,ENSP00000284551,breast
KPL1,ENSP00000319829,breast
KPL1,ENSP00000405289,breast
KPL1,ENSP00000357547,breast
KPL1,ENSP00000222254,breast
KPL1,ENSP00000263346,breast
KPL1,ENSP00000340935,breast
KPL1,ENSP00000373413,breast
KPL1,ENSP00000380785,breast
KPL1,ENSP00000168712,breast
KPL1,ENSP00000216911,breast
KPL1,ENSP00000262293,breast
KPL1,ENSP00000259008,breast
KPL1,ENSP00000305790,breast
KPL1,ENSP00000452762,breast
KPL1,ENSP00000295899,breast
KPL1,ENSP00000320184,breast
KPL1,ENSP00000360473,breast
KPL1,ENSP00000267973,breast
KPL1,ENSP00000327650,breast
KPL1,ENSP00000387982,breast
KPL1,ENSP00000261842,breast
KPL1,ENSP00000299601,breast
KPL1,ENSP00000376827,breast
KPL1,ENSP00000233557,breast
KPL1,ENSP00000300131,breast
KPL1,ENSP00000376945,breast
KPL1,ENSP00000279387,breast
KPL1,ENSP00000263025,breast
KPL1,ENSP00000340004,breast
KPL1,ENSP00000270583,breast
KPL1,ENSP00000301021,breast
KPL1,ENSP00000380998,breast
KPL1,ENSP00000344223,breast
KPL1,ENSP00000377148,breast
KPL1,ENSP00000310015,breast
KPL1,ENSP00000354812,breast
KPL1,ENSP00000385927,breast
KPL1,ENSP00000381250,breast
KPL1,ENSP00000358554,breast
KPL1,ENSP00000351250,breast
KPL1,ENSP00000358571,breast
KPL1,ENSP00000358541,breast
KPL1,ENSP00000358548,breast
KPL1,ENSP00000348959,breast
KPL1,ENSP00000274606,breast
KPL1,ENSP00000292599,breast
KPL1,ENSP00000318154,breast
KPL1,ENSP00000385995,breast
KPL1,ENSP00000281017,breast
KPL1,ENSP00000450731,breast
KPL1,ENSP00000407130,breast
KPL1,ENSP00000216489,breast
KPL1,ENSP00000333946,breast
KPL1,ENSP00000216602,breast
KPL1,ENSP00000340505,breast
KPL1,ENSP00000216465,breast
KPL1,ENSP00000330787,breast
KPL1,ENSP00000406084,breast
KPL1,ENSP00000250454,breast
KPL1,ENSP00000326267,breast
KPL1,ENSP00000358478,breast
KPL1,ENSP00000450436,breast
KPL1,ENSP00000305260,breast
KPL1,ENSP00000308546,breast
KPL1,ENSP00000417470,breast
KPL1,ENSP00000371805,breast
KPL1,ENSP00000303211,breast
KPL1,ENSP00000316905,breast
KPL1,ENSP00000383303,breast
KPL1,ENSP00000259455,breast
KPL1,ENSP00000419361,breast
KPL1,ENSP00000398481,breast
KPL1,ENSP00000295101,breast
KPL1,ENSP00000219439,breast
KPL1,ENSP00000340017,breast
KPL1,ENSP00000347942,breast
KPL1,ENSP00000364054,breast
KPL1,ENSP00000282406,breast
KPL1,ENSP00000362330,breast
KPL1,ENSP00000414851,breast
KPL1,ENSP00000296420,breast
KPL1,ENSP00000457230,breast
KPL1,ENSP00000365807,breast
KPL1,ENSP00000267584,breast
KPL1,ENSP00000300900,breast
KPL1,ENSP00000253458,breast
KPL1,ENSP00000393559,breast
KPL1,ENSP00000359095,breast
KPL1,ENSP00000381821,breast
MCF7,ENSP00000306015,breast
MCF7,ENSP00000358696,breast
MCF7,ENSP00000218867,breast
MCF7,ENSP00000359567,breast
MCF7,ENSP00000395220,breast
MCF7,ENSP00000231130,breast
MCF7,ENSP00000359557,breast
MCF7,ENSP00000353007,breast
MCF7,ENSP00000336655,breast
MCF7,ENSP00000375067,breast
MCF7,ENSP00000327168,breast
MCF7,ENSP00000373301,breast
MCF7,ENSP00000004531,breast
MCF7,ENSP00000242576,breast
MCF7,ENSP00000358777,breast
MCF7,ENSP00000349923,breast
MCF7,ENSP00000358999,breast
MCF7,ENSP00000301765,breast
MCF7,ENSP00000300056,breast
MCF7,ENSP00000266077,breast
MCF7,ENSP00000306844,breast
MCF7,ENSP00000261854,breast
MCF7,ENSP00000358081,breast
MCF7,ENSP00000360498,breast
MCF7,ENSP00000256649,breast
MCF7,ENSP00000361467,breast
MCF7,ENSP00000216037,breast
MCF7,ENSP00000259154,breast
MCF7,ENSP00000389630,breast
MCF7,ENSP00000252483,breast
MCF7,ENSP00000365693,breast
MCF7,ENSP00000352976,breast
MCF7,ENSP00000269187,breast
MCF7,ENSP00000264170,breast
MCF7,ENSP00000361952,breast
MCF7,ENSP00000280481,breast
MCF7,ENSP00000346196,breast
MCF7,ENSP00000304895,breast
MCF7,ENSP00000289805,breast
MCF7,ENSP00000325414,breast
MCF7,ENSP00000423567,breast
MCF7,ENSP00000255266,breast
MCF7,ENSP00000262462,breast
MCF7,ENSP00000262430,breast
MCF7,ENSP00000354109,breast
MCF7,ENSP00000462116,breast
MCF7,ENSP00000317636,breast
MCF7,ENSP00000310572,breast
MCF7,ENSP00000396673,breast
MCF7,ENSP00000258975,breast
MCF7,ENSP00000348442,breast
MCF7,ENSP00000225726,breast
MCF7,ENSP00000251241,breast
MCF7,ENSP00000380888,breast
MCF7,ENSP00000414237,breast
MCF7,ENSP00000184956,breast
MCF7,ENSP00000083182,breast
MCF7,ENSP00000306682,breast
MCF7,ENSP00000300896,breast
MCF7,ENSP00000262294,breast
MCF7,ENSP00000225577,breast
MCF7,ENSP00000304670,breast
MCF7,ENSP00000320797,breast
MCF7,ENSP00000262291,breast
MCF7,ENSP00000225504,breast
MCF7,ENSP00000333433,breast
MCF7,ENSP00000336701,breast
MCF7,ENSP00000290208,breast
MCF7,ENSP00000225573,breast
MCF7,ENSP00000301332,breast
MCF7,ENSP00000378132,breast
MCF7,ENSP00000335247,breast
MCF7,ENSP00000360035,breast
MCF7,ENSP00000368632,breast
MCF7,ENSP00000357943,breast
MCF7,ENSP00000280098,breast
MCF7,ENSP00000291527,breast
MCF7,ENSP00000371715,breast
MCF7,ENSP00000222120,breast
MCF7,ENSP00000282541,breast
MCF7,ENSP00000440207,breast
MCF7,ENSP00000302936,breast
MCF7,ENSP00000377520,breast
MCF7,ENSP00000288139,breast
MCF7,ENSP00000376333,breast
MCF7,ENSP00000327487,breast
MCF7,ENSP00000262613,breast
MCF7,ENSP00000392617,breast
MCF7,ENSP00000358470,breast
MCF7,ENSP00000356263,breast
MCF7,ENSP00000239374,breast
MCF7,ENSP00000429969,breast
MCF7,ENSP00000325120,breast
MCF7,ENSP00000281938,breast
MCF7,ENSP00000394770,breast
MCF7,ENSP00000330631,breast
MCF7,ENSP00000272895,breast
MCF7,ENSP00000387593,breast
MCF7,ENSP00000217182,breast
MCF7,ENSP00000271332,breast
MCF7,ENSP00000268989,breast
MCF7,ENSP00000376765,breast
MCF7,ENSP00000173527,breast
MCF7,ENSP00000197268,breast
MCF7,ENSP00000263713,breast
MCF7,ENSP00000411197,breast
MCF7,ENSP00000279263,breast
MCF7,ENSP00000343657,breast
MCF7,ENSP00000383392,breast
MCF7,ENSP00000244061,breast
MCF7,ENSP00000360141,breast
MCF7,ENSP00000244040,breast
MCF7,ENSP00000266069,breast
MCF7,ENSP00000266079,breast
MCF7,ENSP00000361366,breast
MCF7,ENSP00000378577,breast
MCF7,ENSP00000300051,breast
MCF7,ENSP00000201586,breast
MCF7,ENSP00000333203,breast
MCF7,ENSP00000359940,breast
MCF7,ENSP00000344220,breast
MCF7,ENSP00000344219,breast
MCF7,ENSP00000309429,breast
MCF7,ENSP00000256682,breast
MCF7,ENSP00000332407,breast
MCF7,ENSP00000272928,breast
MCF7,ENSP00000338812,breast
MCF7,ENSP00000384363,breast
MCF7,ENSP00000359198,breast
MCF7,ENSP00000338607,breast
MCF7,ENSP00000221462,breast
MCF7,ENSP00000243786,breast
MCF7,ENSP00000385636,breast
MCF7,ENSP00000237612,breast
MCF7,ENSP00000345133,breast
MCF7,ENSP00000360672,breast
MCF7,ENSP00000301463,breast
MCF7,ENSP00000263383,breast
MCF7,ENSP00000346954,breast
MCF7,ENSP00000374353,breast
MCF7,ENSP00000366098,breast
MCF7,ENSP00000299705,breast
MCF7,ENSP00000240333,breast
MCF7,ENSP00000261789,breast
MCF7,ENSP00000355902,breast
MCF7,ENSP00000400312,breast
MCF7,ENSP00000269878,breast
MCF7,ENSP00000281928,breast
MCF7,ENSP00000371051,breast
MCF7,ENSP00000310008,breast
MCF7,ENSP00000274605,breast
MCF7,ENSP00000310182,breast
MCF7,ENSP00000361066,breast
MCF7,ENSP00000263056,breast
MCF7,ENSP00000352252,breast
MCF7,ENSP00000244537,breast
MCF7,ENSP00000303373,breast
MCF7,ENSP00000321744,breast
MCF7,ENSP00000358151,breast
MCF7,ENSP00000340274,breast
MCF7,ENSP00000238558,breast
MCF7,ENSP00000367815,breast
MCF7,ENSP00000264771,breast
MCF7,ENSP00000377170,breast
MCF7,ENSP00000357823,breast
MCF7,ENSP00000357812,breast
MCF7,ENSP00000319829,breast
MCF7,ENSP00000356231,breast
MCF7,ENSP00000405289,breast
MCF7,ENSP00000434241,breast
MCF7,ENSP00000368952,breast
MCF7,ENSP00000240361,breast
MCF7,ENSP00000357547,breast
MCF7,ENSP00000265708,breast
MCF7,ENSP00000445340,breast
MCF7,ENSP00000321424,breast
MCF7,ENSP00000281830,breast
MCF7,ENSP00000388825,breast
MCF7,ENSP00000289013,breast
MCF7,ENSP00000304592,breast
MCF7,ENSP00000253031,breast
MCF7,ENSP00000242249,breast
MCF7,ENSP00000263346,breast
MCF7,ENSP00000355657,breast
MCF7,ENSP00000380785,breast
MCF7,ENSP00000284073,breast
MCF7,ENSP00000259008,breast
MCF7,ENSP00000253247,breast
MCF7,ENSP00000240316,breast
MCF7,ENSP00000295899,breast
MCF7,ENSP00000430025,breast
MCF7,ENSP00000320184,breast
MCF7,ENSP00000360473,breast
MCF7,ENSP00000339340,breast
MCF7,ENSP00000245046,breast
MCF7,ENSP00000044462,breast
MCF7,ENSP00000267973,breast
MCF7,ENSP00000327650,breast
MCF7,ENSP00000387982,breast
MCF7,ENSP00000307833,breast
MCF7,ENSP00000268099,breast
MCF7,ENSP00000261880,breast
MCF7,ENSP00000305777,breast
MCF7,ENSP00000261842,breast
MCF7,ENSP00000299601,breast
MCF7,ENSP00000376945,breast
MCF7,ENSP00000291634,breast
MCF7,ENSP00000310094,breast
MCF7,ENSP00000263025,breast
MCF7,ENSP00000306670,breast
MCF7,ENSP00000378503,breast
MCF7,ENSP00000386146,breast
MCF7,ENSP00000216027,breast
MCF7,ENSP00000296266,breast
MCF7,ENSP00000270583,breast
MCF7,ENSP00000344223,breast
MCF7,ENSP00000268695,breast
MCF7,ENSP00000219313,breast
MCF7,ENSP00000418823,breast
MCF7,ENSP00000224073,breast
MCF7,ENSP00000361748,breast
MCF7,ENSP00000297579,breast
MCF7,ENSP00000385927,breast
MCF7,ENSP00000329858,breast
MCF7,ENSP00000337675,breast
MCF7,ENSP00000358554,breast
MCF7,ENSP00000351250,breast
MCF7,ENSP00000358571,breast
MCF7,ENSP00000358548,breast
MCF7,ENSP00000274606,breast
MCF7,ENSP00000385432,breast
MCF7,ENSP00000380157,breast
MCF7,ENSP00000357535,breast
MCF7,ENSP00000357597,breast
MCF7,ENSP00000281017,breast
MCF7,ENSP00000333946,breast
MCF7,ENSP00000340505,breast
MCF7,ENSP00000298130,breast
MCF7,ENSP00000346453,breast
MCF7,ENSP00000415556,breast
MCF7,ENSP00000267425,breast
MCF7,ENSP00000326267,breast
MCF7,ENSP00000308546,breast
MCF7,ENSP00000316905,breast
MCF7,ENSP00000383303,breast
MCF7,ENSP00000419361,breast
MCF7,ENSP00000295101,breast
MCF7,ENSP00000387694,breast
MCF7,ENSP00000220822,breast
MCF7,ENSP00000254810,breast
MCF7,ENSP00000276211,breast
MCF7,ENSP00000307208,breast
MCF7,ENSP00000307766,breast
MCF7,ENSP00000263314,breast
MCF7,ENSP00000271751,breast
MCF7,ENSP00000299529,breast
MCF7,ENSP00000362330,breast
MCF7,ENSP00000414851,breast
MCF7,ENSP00000377086,breast
MCF7,ENSP00000269703,breast
MCF7,ENSP00000354652,breast
MCF7,ENSP00000296420,breast
MCF7,ENSP00000457230,breast
MCF7,ENSP00000281821,breast
MCF7,ENSP00000341044,breast
MCF7,ENSP00000267584,breast
MCF7,ENSP00000447488,breast
MCF7,ENSP00000300900,breast
MCF7,ENSP00000430000,breast
MCF7,ENSP00000393559,breast
MCF7,ENSP00000248150,breast
MCF7,ENSP00000387380,breast
MCF7,ENSP00000427975,breast
